bikes_left,bikes_right,cars_left,cars_right,direction,last_data_package,mac,manual,pedestrians_left,pedestrians_right,segment_id,status,time_added,user_id
True,True,True,True,True,,202481592885108,False,False,True,417538,non_active,2019-05-16T14:39:50.978Z,332
True,True,True,True,False,2019-05-10T02:15:41.016Z,202481602020573,False,False,False,308643,non_active,2019-04-15T16:52:42.624Z,179
True,True,True,True,False,2019-10-12T07:03:20.519Z,202481598668005,False,False,True,442622,non_active,2019-09-18T16:49:38.135Z,538
True,True,True,True,False,2019-11-30T10:47:54.256Z,202481592651435,False,True,True,1003063699,non_active,2019-10-20T08:48:41.995Z,603
True,True,True,True,False,,20248159,False,True,True,349417,non_active,2019-12-21T11:54:43.424Z,1295
True,True,True,True,True,2019-10-09T04:53:38.603Z,202481596747855,False,True,True,387948,non_active,2019-08-21T10:23:40.353Z,475
True,True,True,True,True,,202481597913586,False,False,False,122425,non_active,2019-05-06T20:51:22.054Z,339
True,True,True,True,False,,202481591542436,False,True,True,501058,non_active,2019-05-05T18:03:51.236Z,246
True,True,True,True,False,2019-12-15T08:11:22.319Z,202481587959018,False,True,True,1003049761,non_active,2019-09-26T21:45:45.814Z,561
True,True,True,True,False,2019-12-08T15:26:28.214Z,202481600778347,False,True,True,124465,non_active,2019-05-20T18:09:52.530Z,311
False,True,True,True,True,2020-01-23T15:40:37.532Z,202481586646191,False,False,True,41140,non_active,2019-10-15T12:03:32.899Z,851
True,True,True,True,True,2020-01-04T17:23:40.497Z,202481597616787,False,True,True,154905,non_active,2020-01-03T15:40:15.339Z,1006
True,True,True,True,True,2020-01-13T23:48:56.281Z,202481586666244,False,False,False,348634,non_active,2019-07-01T20:43:07.708Z,423
True,True,True,True,False,2020-02-03T06:55:47.273Z,202481595693242,False,False,True,1003073480,non_active,2019-11-15T08:14:35.133Z,1130
True,True,True,True,False,2020-01-05T21:26:48.411Z,202481602169720,False,False,True,445236,non_active,2019-05-02T17:08:16.979Z,283
True,True,True,True,False,,202481590642239,False,True,True,9000000067,non_active,2020-02-13T10:59:15.764Z,1
True,True,True,True,False,2019-06-06T18:07:08.099Z,202481596852916,False,True,True,36118,non_active,2019-05-02T20:03:18.527Z,289
True,True,True,True,True,,20248162286702,False,True,True,73159,non_active,2019-12-09T13:45:35.657Z,1248
True,True,True,True,True,2019-05-27T10:45:44.800Z,202481585924896,False,False,True,122073,non_active,2019-05-05T09:25:20.815Z,312
True,True,True,True,True,,0,False,True,True,54433,non_active,2020-01-08T13:38:26.660Z,1225
True,True,True,True,False,2019-08-23T08:40:04.299Z,202481594534723,False,False,True,350019,non_active,2019-04-02T14:10:55.933Z,152
True,True,True,True,False,2019-10-23T08:34:47.188Z,202481595883300,False,False,True,115725,non_active,2019-10-17T13:42:41.443Z,652
True,True,True,True,False,2019-06-07T04:19:03.857Z,202481594441960,False,False,False,351301,non_active,2019-03-30T09:54:41.574Z,150
False,True,True,True,True,2019-11-01T17:14:14.358Z,202481598755461,False,False,True,504097,non_active,2019-05-06T18:32:58.663Z,336
True,True,True,True,False,,204081602591374,False,True,True,61753,non_active,2019-06-14T17:47:24.163Z,403
True,True,True,True,False,,202481590642239,False,True,True,349563,non_active,2019-08-15T08:43:49.375Z,1
True,True,True,True,False,2019-06-22T17:17:23.008Z,202481589007663,False,True,False,418373,non_active,2019-05-01T06:43:47.425Z,262
True,True,True,True,True,2019-05-02T07:27:06.119Z,202481590434099,False,False,True,351306,non_active,2019-03-24T10:56:46.508Z,94
True,True,True,True,False,,202481590466563,False,True,True,114841,non_active,2019-05-03T10:48:19.210Z,248
False,True,True,True,False,2019-10-20T16:54:33.480Z,202481587307960,False,False,True,393658,non_active,2019-05-03T18:54:50.762Z,298
True,True,True,True,False,2019-10-09T13:14:57.313Z,202481596333898,False,True,True,486439,non_active,2019-09-05T10:32:39.213Z,518
True,True,True,True,False,2019-04-28T22:32:54.874Z,202481599118918,False,False,True,351305,non_active,2019-03-23T16:30:07.621Z,90
True,True,True,True,True,2019-05-26T14:40:58.433Z,202481600720380,False,False,True,457596,non_active,2019-05-01T19:08:26.752Z,273
False,True,True,True,True,2019-06-09T12:02:45.044Z,202481598111201,False,False,True,84783,non_active,2019-04-19T18:46:14.576Z,222
True,True,True,True,False,2019-06-12T23:58:18.607Z,202481594369811,False,True,True,350416,non_active,2019-03-31T10:19:04.147Z,164
True,True,True,True,False,,202481857909677,False,False,True,159063,non_active,2019-11-24T14:30:50.830Z,1188
False,False,False,False,True,,0,False,False,False,155200,non_active,2019-12-29T15:24:55.588Z,1289
False,True,True,True,False,2019-07-24T04:47:56.646Z,202481598446941,False,False,True,512299,non_active,2019-05-06T17:24:08.500Z,335
True,True,True,True,False,2019-11-25T07:34:40.264Z,202481595215038,False,True,True,424423,non_active,2019-11-13T17:13:10.518Z,1112
False,False,False,False,True,,0,False,False,False,299174,non_active,2019-12-17T15:42:36.046Z,931
True,True,True,True,False,,201481597155133,False,False,True,348660,non_active,2019-06-29T14:32:12.404Z,420
True,True,True,True,True,,202421596071476,False,True,True,418405,non_active,2019-05-02T12:36:22.232Z,278
True,True,True,True,False,2019-11-12T21:56:32.227Z,202481595469351,False,True,True,245029,non_active,2019-11-05T19:22:09.546Z,1058
True,True,True,True,True,,2024815855924896,False,False,True,122073,non_active,2019-05-05T09:03:22.248Z,312
True,True,True,True,True,2019-10-28T11:07:10.144Z,202481598450521,False,True,True,358067,non_active,2019-10-19T12:39:23.539Z,948
True,True,True,True,False,,202481590642239,False,True,True,98842,non_active,2019-06-13T07:54:50.075Z,1
True,True,True,True,True,,1234,False,True,True,3000129228,non_active,2020-01-09T21:02:35.912Z,1352
True,True,True,True,True,,396132,False,True,True,396132,non_active,2020-01-17T03:49:34.081Z,1270
True,True,True,True,False,2019-08-25T01:56:52.248Z,202481596752887,False,True,True,311302,non_active,2019-07-14T07:36:38.275Z,432
False,True,True,True,False,2019-06-01T04:51:37.067Z,202481602334492,False,False,True,76018,non_active,2019-05-03T12:18:16.926Z,288
True,True,True,True,True,,202481586661290,False,True,True,2000026706,non_active,2019-08-23T10:44:43.042Z,490
False,True,True,True,False,2019-06-10T08:53:33.950Z,202481600185140,False,False,True,279386,non_active,2019-05-06T19:28:34.054Z,338
True,True,True,True,True,,202481597416504,False,True,False,347170,non_active,2019-03-22T13:50:19.275Z,76
True,True,True,True,False,2019-07-27T01:53:07.602Z,202481593507280,False,True,True,166098,non_active,2019-05-13T19:50:27.776Z,367
True,True,True,True,True,2019-10-31T20:08:31.877Z,202481602654648,False,False,False,57642,non_active,2019-10-25T10:13:02.846Z,995
True,True,True,True,True,2019-08-02T01:56:46.964Z,202481602320915,False,False,True,349401,non_active,2019-03-30T13:54:02.641Z,153
True,True,True,True,False,2019-07-03T03:24:00.308Z,202481597582829,False,False,True,350006,non_active,2019-03-30T19:39:47.968Z,160
True,True,True,True,False,2019-10-09T00:24:24.185Z,202481594551498,False,True,True,513944,non_active,2019-07-27T19:43:31.025Z,441
True,True,True,True,True,2019-06-08T07:00:43.257Z,202481586650873,False,True,True,421404,non_active,2019-05-04T15:40:10.403Z,306
True,True,True,True,True,2019-06-11T14:49:12.815Z,202481597036794,False,True,True,166007,non_active,2019-05-13T18:34:13.581Z,342
True,True,True,True,False,2019-07-15T23:44:02.374Z,202481590642236,False,True,True,349547,non_active,2019-02-28T15:49:21.523Z,1
True,True,True,True,False,2019-05-30T18:44:56.132Z,202481592596169,False,True,True,46110,non_active,2019-05-09T18:23:56.536Z,232
True,True,True,True,True,2019-10-18T10:27:05.468Z,202481599200828,False,False,True,463564,non_active,2019-10-08T12:00:23.959Z,586
True,True,True,True,False,2020-01-09T09:31:24.392Z,202481588578160,False,True,True,368998,non_active,2019-10-18T15:31:24.680Z,616
True,True,True,True,True,,202481597036794,False,False,True,166036,non_active,2019-10-16T12:07:46.488Z,402
False,True,True,True,False,2019-06-03T09:47:33.422Z,202481598642413,False,False,True,418799,non_active,2019-05-02T14:45:09.940Z,280
False,False,False,False,True,,0,False,False,False,159533,non_active,2019-12-29T16:09:42.402Z,1269
True,True,True,True,False,2019-10-25T23:24:49.706Z,202481590654369,False,True,True,349556,non_active,2019-04-17T12:29:12.861Z,99
True,True,True,True,False,,2024,False,False,False,1003073538,non_active,2020-01-20T15:39:48.078Z,1083
False,True,True,True,False,,202481595841817,False,False,True,543175,non_active,2019-11-27T20:33:54.617Z,1204
True,True,True,True,False,,202481586031367,False,True,True,425067,non_active,2019-05-09T11:39:51.607Z,244
True,True,True,True,True,2019-04-27T22:56:00.384Z,202481602311660,False,True,True,351311,non_active,2019-03-27T18:21:49.120Z,109
True,True,True,True,True,2020-01-19T09:43:30.458Z,202481597545944,False,False,True,71600,non_active,2019-08-24T15:54:12.937Z,464
False,True,True,True,False,2019-06-27T08:57:56.984Z,202481588664058,False,False,True,420776,non_active,2019-05-04T13:04:34.816Z,284
True,True,True,True,False,,202481587243884,False,True,True,9000000005,non_active,2020-02-07T14:09:14.447Z,1301
True,True,True,True,True,2019-12-09T19:18:26.999Z,202481590496050,False,True,True,264060,non_active,2019-10-31T13:15:40.992Z,947
False,True,True,True,False,2019-09-01T23:40:17.734Z,202481590428863,False,False,True,544463,non_active,2019-05-26T14:25:26.789Z,391
True,True,True,True,True,,202481596316854,False,False,True,20580,non_active,2019-11-21T10:13:14.030Z,1178
False,True,True,True,True,2019-06-19T20:14:04.625Z,202481595199211,False,False,True,423300,non_active,2019-05-03T17:11:01.380Z,297
False,True,True,True,True,2019-06-03T15:19:16.085Z,202481595515254,False,False,True,423631,non_active,2019-05-12T11:23:56.199Z,346
False,True,True,True,True,2019-10-26T19:51:28.400Z,202481591522353,False,False,True,349875,non_active,2019-03-30T06:45:01.228Z,149
True,True,True,True,False,,202481594472146,False,False,True,102935,non_active,2019-05-05T10:15:48.097Z,315
True,True,True,True,True,,202481599337958,False,False,True,159466,non_active,2020-01-05T17:29:30.553Z,587
True,True,True,True,False,2019-06-08T01:05:52.001Z,202481592139225,False,False,True,1003105395,non_active,2019-04-16T11:25:18.918Z,224
True,True,True,True,True,2019-10-25T18:59:42.825Z,202481587990792,False,True,True,162901,non_active,2019-09-11T18:58:47.688Z,523
True,True,True,True,True,2020-02-17T20:07:49.158Z,202481598913045,False,False,True,477378,active,2019-11-15T14:34:54.745Z,1113
True,True,True,True,False,2020-02-17T20:07:50.157Z,202481586681197,False,True,True,338695,active,2019-05-20T14:49:42.218Z,183
True,True,True,True,True,2020-02-17T20:08:32.893Z,202481599419435,False,False,True,456513,active,2019-11-23T09:59:49.111Z,1183
True,True,True,True,False,2020-02-17T20:08:55.603Z,202481590501793,False,True,True,159203,active,2019-08-31T15:54:54.929Z,499
True,True,True,True,False,2020-02-17T20:07:18.453Z,202481588957710,False,False,True,115725,active,2019-10-24T14:58:00.975Z,652
True,True,True,True,True,2020-02-17T20:08:05.684Z,202481596113649,False,False,True,82349,active,2019-05-06T20:39:14.657Z,334
True,True,True,True,False,2020-02-17T20:04:57.193Z,202481596515578,False,True,True,261815,active,2019-05-02T17:02:05.488Z,285
True,True,True,True,False,2020-02-17T20:08:10.376Z,202481591394647,False,False,True,122400,active,2020-01-25T10:37:57.675Z,1420
False,True,True,True,True,2020-02-17T20:09:38.015Z,202481600577144,False,False,True,305861,active,2020-01-28T17:15:53.369Z,1436
True,True,True,True,True,2020-02-17T20:09:54.104Z,202481592007483,False,False,False,502239,active,2019-10-29T10:05:52.616Z,736
True,True,True,True,True,2020-02-17T20:08:15.793Z,202481599496644,False,False,True,159390,active,2019-11-01T12:12:59.416Z,1042
True,True,True,True,True,2020-02-17T20:05:00.119Z,202481589117134,False,False,True,9000000013,active,2020-02-01T12:05:59.279Z,1452
True,True,True,True,True,2020-02-17T20:05:17.851Z,202481586225790,False,False,True,297485,active,2019-11-02T17:08:16.490Z,1047
True,True,True,True,True,2020-02-17T20:08:53.901Z,202481598896116,False,False,True,325059,active,2019-10-29T08:49:39.623Z,1013
False,True,True,True,False,2020-02-17T20:06:34.353Z,202481587485798,False,False,True,286037,active,2019-11-22T14:54:55.077Z,1181
True,True,True,True,False,2020-02-17T20:06:52.047Z,202481586251182,False,True,True,49011,active,2019-05-01T16:24:16.230Z,270
True,True,True,True,False,2020-02-17T20:01:11.991Z,202481592174112,False,False,True,159820,active,2019-09-21T18:17:51.494Z,522
True,True,True,True,True,2020-02-17T20:01:11.991Z,202481592174112,False,False,True,159820,active,2019-09-18T10:14:14.461Z,522
True,True,True,True,False,2020-02-17T20:07:29.378Z,202481586824937,False,True,True,349540,active,2019-03-31T10:50:17.598Z,107
True,False,True,True,True,2020-02-17T20:07:55.402Z,202481595574602,False,False,True,364543,active,2019-05-01T17:47:37.955Z,272
True,True,True,True,False,2020-02-17T20:08:24.913Z,202481588197410,False,True,True,287681,active,2019-10-13T13:39:55.451Z,595
True,True,True,True,True,2020-02-17T20:09:17.598Z,202481589634501,False,False,True,351288,active,2019-03-29T12:55:16.029Z,143
True,True,True,True,False,2020-02-17T20:07:22.696Z,202481593362992,False,False,True,347365,active,2019-06-01T09:15:44.325Z,396
True,True,True,True,False,2020-02-17T20:08:23.880Z,202481593399053,False,True,True,363673,active,2019-11-11T09:32:17.363Z,902
True,True,True,True,False,2020-02-17T20:08:31.329Z,202481596384974,False,False,True,348648,active,2019-08-26T17:36:32.577Z,498
True,True,True,True,False,2020-02-17T20:08:31.329Z,202481596384974,False,False,True,348649,active,2019-09-04T13:30:13.222Z,498
True,True,True,True,True,2020-02-17T20:08:53.080Z,202481589908070,False,False,True,424977,active,2019-11-15T11:24:49.239Z,627
True,True,True,True,True,2020-02-17T20:09:37.383Z,202481601552840,False,False,True,154222,active,2019-04-13T15:41:18.800Z,216
True,True,True,True,False,2020-02-17T20:09:37.383Z,202481601552840,False,False,True,154222,active,2019-09-11T08:05:38.105Z,216
True,True,True,True,True,2020-02-17T20:09:37.383Z,202481601552840,False,False,True,154163,active,2019-09-11T08:06:29.673Z,216
True,True,True,True,True,2020-02-17T20:09:49.404Z,202481596578860,False,True,True,108188,active,2019-05-16T14:13:54.179Z,376
True,True,True,True,True,2020-02-17T20:09:49.404Z,202481596578860,False,True,True,108188,active,2019-05-23T16:23:30.640Z,331
True,True,True,True,False,2020-02-17T20:09:49.404Z,202481596578860,False,True,True,108188,active,2019-07-10T18:40:54.074Z,331
True,True,True,True,True,2020-02-17T20:07:12.388Z,202481590668334,False,True,False,9000000026,active,2020-02-02T14:59:32.019Z,1332
True,True,True,True,False,2020-02-17T20:08:47.631Z,202481597456639,False,True,True,275129,active,2019-12-17T16:41:39.718Z,1278
True,True,True,True,True,2020-02-17T20:09:32.446Z,202481586891435,False,True,True,305300,active,2019-10-20T10:24:28.255Z,604
True,True,True,True,True,2020-02-17T20:05:07.303Z,242606366360104,False,False,False,396502,active,2019-10-18T17:29:22.344Z,620
True,True,True,True,True,2020-02-17T20:05:29.050Z,202481589152720,False,True,True,309937,active,2019-10-13T15:22:06.013Z,689
True,True,True,True,False,2020-02-17T20:06:13.941Z,202481590272780,False,True,True,349417,non_active,2019-12-21T15:41:07.353Z,1295
True,False,True,True,True,2020-02-17T20:06:33.664Z,202481585931550,False,True,True,269631,active,2019-05-14T07:23:49.897Z,360
True,True,True,True,True,2020-02-17T20:07:32.653Z,202481597489561,False,False,True,539247,active,2020-01-27T21:15:26.553Z,1434
False,False,True,True,False,2020-02-17T20:08:43.230Z,202481596292172,False,False,False,9000000062,active,2020-02-13T14:29:42.058Z,1500
True,True,True,True,True,2020-02-17T20:09:28.002Z,202481593379149,False,False,True,1003073125,active,2019-11-29T13:54:32.151Z,1182
True,True,True,True,True,2020-02-17T20:06:40.185Z,202481591380534,False,False,True,368985,active,2019-11-05T20:32:53.934Z,1000
False,True,True,True,False,2020-02-17T20:07:32.653Z,202481597489561,False,False,True,517574,active,2019-12-06T10:47:52.175Z,1236
True,True,True,True,True,2020-02-17T20:09:34.448Z,202481586927234,False,True,False,244925,active,2019-10-30T22:05:20.901Z,1002
True,True,True,True,False,2020-02-17T20:09:37.734Z,202481596281962,False,True,True,349437,active,2019-10-22T09:31:29.336Z,764
True,True,True,True,True,2020-02-17T20:08:05.684Z,202481596113649,False,False,True,82376,active,2019-08-07T14:51:38.767Z,334
True,True,True,True,False,2020-02-17T20:05:34.550Z,202481600638543,False,True,True,547102,active,2019-10-30T08:53:06.268Z,927
True,True,True,True,True,2020-02-17T20:06:53.561Z,202481586660671,False,True,True,98865,active,2019-10-17T13:15:28.821Z,922
False,False,True,True,True,2020-02-17T20:06:14.037Z,202481599064426,False,False,False,529611,active,2020-01-18T17:44:13.951Z,1388
True,True,True,True,False,2020-02-08T23:29:31.589Z,202481601165835,False,False,True,338716,non_active,2019-12-15T13:03:30.545Z,1267
True,True,True,True,True,2020-02-17T20:09:28.643Z,202481593295577,False,False,False,2000026769,active,2019-08-21T06:54:51.455Z,486
True,True,True,True,True,2020-02-17T20:09:41.947Z,202481597652612,False,True,True,303819,active,2019-11-03T13:05:36.441Z,664
True,True,True,True,False,2020-02-17T20:05:33.711Z,202481587594716,False,False,True,63763,active,2019-11-14T15:33:21.251Z,883
True,True,True,True,False,2020-02-17T20:06:34.190Z,202481595021732,False,True,True,349169,active,2019-06-26T17:55:48.842Z,416
True,True,True,True,True,2020-02-16T18:21:19.275Z,202481591533814,False,False,True,1003073462,active,2019-11-11T21:32:32.084Z,580
True,False,True,True,False,2020-02-17T20:07:02.937Z,202481601983552,False,True,False,1011059419,active,2019-05-07T14:56:03.719Z,116
False,True,True,True,False,2020-02-17T20:07:02.937Z,202481601983552,False,False,True,1003049985,active,2019-09-03T17:37:11.609Z,506
True,True,True,True,False,2020-02-17T20:07:02.937Z,202481601983552,False,False,True,1003073115,active,2020-01-10T16:20:36.589Z,1358
True,True,True,True,True,2020-02-17T20:08:37.026Z,202481592602444,False,True,True,288545,active,2020-01-06T21:52:50.232Z,1304
True,True,True,True,True,2020-01-03T15:34:43.084Z,202481589188534,False,True,True,387948,non_active,2019-08-19T14:48:04.983Z,413
True,True,True,True,False,2020-01-03T15:34:43.084Z,202481589188534,False,True,True,388006,non_active,2019-07-09T13:10:25.767Z,413
True,True,True,True,False,2020-02-02T02:34:23.843Z,202481586512773,False,False,True,485150,non_active,2019-10-14T10:34:47.763Z,835
True,True,True,True,False,2020-02-16T12:37:50.521Z,202481586696695,False,True,True,131584,active,2019-05-05T13:49:43.525Z,318
True,True,True,True,False,2020-02-16T10:06:04.122Z,202481593660429,False,True,True,385674,active,2019-09-04T12:34:41.677Z,502
True,True,True,True,True,2020-02-07T11:40:51.092Z,202481602043303,False,True,True,46060,non_active,2019-09-25T08:59:39.023Z,553
True,True,True,True,False,2019-12-09T22:26:58.814Z,202481601519266,False,True,False,347941,non_active,2019-03-31T19:58:09.669Z,148
True,True,True,True,True,2020-02-17T20:09:24.483Z,202481598114775,False,False,True,41364,active,2019-05-15T07:16:08.731Z,359
True,True,True,True,True,2020-02-17T09:55:27.016Z,202481598168970,False,True,True,256471,active,2019-11-14T10:09:03.245Z,1131
True,True,True,True,False,2020-02-17T09:55:27.016Z,202481598168970,False,True,False,256833,active,2019-11-14T11:15:45.073Z,1132
True,True,True,True,False,2020-01-26T16:06:26.660Z,202481597115988,False,False,True,1003049735,non_active,2019-04-13T13:02:27.714Z,92
True,True,True,True,True,2020-01-26T16:06:26.660Z,202481597115988,False,True,True,122814,non_active,2019-10-13T11:48:53.218Z,92
True,True,True,True,False,2020-01-26T16:06:26.660Z,202481597115988,False,True,True,3000067153,non_active,2019-11-02T19:09:37.965Z,92
True,True,True,True,True,2019-12-24T10:36:27.197Z,202481586675044,False,True,True,274995,non_active,2019-05-14T18:20:38.097Z,220
True,True,True,True,False,2019-12-17T07:26:50.207Z,202481596071476,False,True,True,418425,non_active,2019-10-17T11:28:21.160Z,278
True,True,True,True,True,2019-12-17T07:26:50.207Z,202481596071476,False,True,True,418405,non_active,2019-05-02T15:17:06.275Z,278
False,True,True,True,False,2020-01-21T11:34:35.269Z,202481600210169,False,False,True,341378,non_active,2019-05-04T09:26:36.711Z,303
True,True,True,True,True,2020-02-17T20:08:18.580Z,202481595433861,False,False,True,260707,active,2019-10-14T17:58:25.029Z,637
True,True,True,True,False,2020-02-14T12:11:26.432Z,202481592691081,False,False,True,421399,non_active,2019-08-29T13:08:23.722Z,447
True,True,True,True,True,2020-01-18T14:16:20.101Z,202481601381774,False,False,True,486415,non_active,2019-08-15T11:27:26.822Z,482
True,True,True,True,False,2019-12-15T21:40:12.969Z,202481598692584,False,False,False,154905,non_active,2019-12-14T13:51:38.303Z,1261
True,True,True,True,True,2020-02-03T04:23:04.359Z,202481594636975,False,False,True,45270,non_active,2019-10-19T13:49:52.834Z,946
True,True,True,True,True,2019-12-20T00:52:42.235Z,202481600739202,False,True,True,45269,non_active,2019-09-28T09:49:00.592Z,564
True,True,True,True,True,2019-12-20T00:52:42.235Z,202481600739202,False,True,True,45199,non_active,2019-09-28T10:11:10.142Z,564
True,True,True,True,False,2020-02-17T11:22:15.666Z,202481596866774,False,True,True,9000000029,active,2020-02-03T15:34:54.210Z,1464
True,True,True,True,False,2020-02-15T12:59:50.110Z,202481591308605,False,True,False,446784,non_active,2019-05-01T09:38:46.228Z,267
False,True,True,True,True,2019-12-30T13:19:42.441Z,202481593597471,False,False,True,85037,non_active,2019-05-04T08:13:11.697Z,263
True,True,True,True,False,2020-01-15T18:53:18.777Z,202481601808062,False,False,False,166009,non_active,2019-06-17T12:50:44.210Z,405
False,True,True,True,False,2020-02-17T20:05:30.222Z,202481591578086,False,False,True,420611,active,2019-05-04T12:16:47.410Z,302
True,True,True,True,False,2020-02-14T12:08:06.900Z,202481598290683,False,False,False,165203,non_active,2019-05-22T11:28:14.507Z,380
True,True,True,True,False,2020-02-13T13:40:08.407Z,202481597155133,False,False,True,348660,non_active,2019-07-30T18:04:25.958Z,420
False,False,False,False,True,,0,False,False,False,3000036006,non_active,2020-01-20T09:02:27.096Z,1390
True,True,True,True,False,2020-02-14T10:33:46.617Z,202481590918158,False,True,True,443831,non_active,2019-11-14T15:33:31.519Z,869
True,True,True,True,False,2020-02-13T08:13:52.751Z,202481600195003,False,True,True,428910,non_active,2019-11-20T14:42:41.978Z,1172
True,True,True,True,False,2020-01-31T08:39:35.479Z,202481594894854,False,True,True,278108,non_active,2020-01-12T14:25:49.020Z,1362
True,True,True,True,True,2020-01-06T08:54:55.324Z,202481588476016,False,True,True,420036,non_active,2019-05-26T12:58:06.089Z,304
False,False,True,True,False,2020-02-14T23:01:52.822Z,202481594137056,False,False,False,64806,non_active,2019-12-18T15:02:48.070Z,621
True,True,True,True,False,2020-02-01T12:14:38.550Z,202481601976334,False,True,True,45224,non_active,2019-09-28T06:08:11.465Z,566
True,True,True,True,False,2020-02-01T12:14:38.550Z,202481601976334,False,True,True,45224,non_active,2019-09-28T12:11:04.131Z,567
True,True,True,True,False,2020-01-12T10:23:52.442Z,202481594237983,False,False,True,504251,non_active,2019-10-21T13:34:29.337Z,967
True,True,True,True,True,2020-01-12T08:00:01.059Z,202481592495320,False,True,True,24948,non_active,2019-12-20T12:42:17.603Z,1293
True,True,True,True,False,,202481590642239,False,True,True,554482,non_active,2020-02-13T11:03:29.987Z,1
True,True,True,True,True,2020-02-01T10:43:34.466Z,202481595334212,False,False,True,113439,non_active,2019-06-15T10:03:47.426Z,129
True,True,True,True,True,2020-02-01T10:43:34.466Z,202481595334212,False,True,True,113298,non_active,2019-10-16T19:34:22.840Z,913
True,True,True,True,False,2020-02-15T10:54:03.132Z,202481599237147,False,True,True,61288,non_active,2019-10-18T10:57:16.455Z,937
True,True,True,True,False,2020-02-15T10:54:03.132Z,202481599237147,False,True,True,486475,non_active,2019-10-20T13:20:13.264Z,937
True,True,True,True,True,2020-02-02T12:17:51.035Z,202481593357795,False,False,False,59772,non_active,2019-10-06T12:42:38.172Z,576
True,True,True,True,True,2020-02-16T21:07:11.288Z,202481591926923,False,True,True,112954,active,2019-11-08T14:48:31.739Z,1074
True,True,True,True,True,2020-02-11T15:37:50.219Z,202481587211003,False,True,True,27812,non_active,2019-12-19T15:49:34.687Z,1265
True,False,True,True,True,2020-01-18T12:25:37.273Z,202481596015117,False,False,False,400444,non_active,2019-10-16T21:45:31.631Z,630
True,False,True,True,True,2020-01-18T12:25:37.273Z,202481596015117,False,False,False,400447,non_active,2019-10-16T21:47:45.465Z,630
True,True,True,True,True,2020-01-14T20:36:44.116Z,202481593744640,False,False,False,59666,non_active,2019-09-18T13:56:09.174Z,537
True,True,True,True,False,2020-02-17T20:06:53.390Z,202481591520543,False,False,False,124430,active,2020-01-19T13:33:23.336Z,1391
True,True,True,True,False,2020-01-06T23:34:17.286Z,202481593012194,False,True,True,1003073668,non_active,2019-11-17T10:09:13.833Z,1093
True,True,True,True,False,2020-01-06T23:34:17.286Z,202481593012194,False,True,True,1003073666,non_active,2019-11-17T09:59:49.980Z,1093
True,False,True,True,True,2020-02-14T09:26:40.132Z,202481591951151,False,True,False,1003073218,non_active,2019-09-19T11:26:01.198Z,540
True,True,True,True,False,2019-12-19T06:41:00.974Z,202481586095755,False,False,False,504386,non_active,2019-09-19T16:37:14.901Z,541
True,True,True,True,True,2019-12-19T06:41:00.974Z,202481586095755,False,False,False,442623,non_active,2019-10-10T16:41:42.341Z,541
True,True,True,True,True,2020-02-17T20:07:19.582Z,202481592917067,False,False,False,395090,active,2019-11-20T12:07:40.055Z,954
True,True,True,True,True,2020-02-17T20:07:50.380Z,202481594550427,False,False,True,60244,active,2019-09-05T10:19:49.528Z,515
True,True,True,True,True,2020-02-17T20:07:42.923Z,202481588057681,False,True,True,249555,active,2019-10-17T12:30:22.845Z,850
True,True,True,True,False,2020-02-17T20:07:42.923Z,202481588057681,False,True,True,338772,active,2019-10-17T13:04:46.039Z,850
True,True,True,True,True,2019-12-31T01:23:17.786Z,202481589563603,False,False,True,407588,non_active,2019-11-29T15:01:44.052Z,1205
True,True,True,True,False,2020-02-17T20:06:20.774Z,202481592857362,False,True,True,39171,active,2019-11-08T10:02:21.184Z,1056
True,True,True,True,True,2020-02-13T17:31:20.124Z,202481591282213,False,True,True,424713,non_active,2019-11-02T13:49:29.411Z,642
True,True,True,True,False,2020-02-17T20:09:00.186Z,202481593259681,False,True,True,395392,active,2019-09-27T16:09:52.697Z,563
True,True,True,True,False,2019-12-20T20:18:55.898Z,202481593014145,False,True,True,513626,non_active,2019-10-24T18:58:48.074Z,614
False,True,True,True,False,2020-02-14T08:21:23.252Z,202481600439850,False,False,True,116992,non_active,2020-01-08T18:25:20.970Z,1349
True,True,True,True,False,2020-02-16T00:08:45.330Z,202481587728971,False,True,True,81254,problematic,2019-11-23T15:08:20.841Z,942
True,True,True,True,False,2020-01-15T14:29:25.216Z,202481588613572,False,True,True,45767,non_active,2019-09-25T06:59:03.730Z,552
True,True,True,True,True,2020-02-17T09:52:49.077Z,202481594700899,False,True,True,342770,active,2020-01-04T13:19:37.836Z,622
True,True,True,True,True,2020-02-17T20:08:59.270Z,202481589589792,False,True,True,356337,active,2019-11-09T07:38:35.657Z,1069
True,True,True,True,True,2020-02-17T20:08:36.039Z,202481602327817,False,True,True,350007,active,2019-03-27T15:54:40.011Z,121
True,True,True,True,False,2020-02-17T20:08:36.039Z,202481602327817,False,True,True,349705,active,2019-09-04T09:20:39.093Z,159
True,True,True,True,True,2020-02-15T23:01:53.974Z,202481593020522,False,True,True,122696,problematic,2019-04-30T14:39:12.613Z,251
True,True,True,True,True,2020-02-15T19:39:45.032Z,202481595493159,False,False,True,428760,non_active,2020-01-27T15:15:56.391Z,1432
True,True,True,True,False,2020-02-17T20:09:54.941Z,202481599840366,False,True,True,9000000048,active,2020-02-09T13:30:24.762Z,1490
